Time,Discharge_Capacity,Current
2015-11-13 09:28:05,1.64111413347712E-09,1.30580234527588
2015-11-13 09:28:15,1.64111413347712E-09,1.25709533691406
2015-11-13 09:28:25,1.64111413347712E-09,1.20673561096191
2015-11-13 09:28:35,1.64111413347712E-09,1.15979766845703
2015-11-13 09:28:45,1.64111413347712E-09,1.11637496948242
2015-11-13 09:28:55,1.64111413347712E-09,1.07551574707031
2015-11-13 09:29:05,1.64111413347712E-09,1.03609657287598
2015-11-13 09:29:15,1.64111413347712E-09,0.997522354125977
2015-11-13 09:29:25,1.64111413347712E-09,0.961033821105957
2015-11-13 09:29:35,1.64111413347712E-09,0.924373626708984
2015-11-13 09:29:45,1.64111413347712E-09,0.887794494628906
2015-11-13 09:29:55,1.64111413347712E-09,0.851907730102539
2015-11-13 09:30:05,1.64111413347712E-09,0.817588806152344
2015-11-13 09:30:15,1.64111413347712E-09,0.784049987792969
2015-11-13 09:30:25,1.64111413347712E-09,0.750933647155762
2015-11-13 09:30:35,1.64111413347712E-09,0.719894409179688
2015-11-13 09:30:45,1.64111413347712E-09,0.689906120300293
2015-11-13 09:30:55,1.64111413347712E-09,0.661469459533691
2015-11-13 09:31:05,1.64111413347712E-09,0.651997566223145
2015-11-13 09:31:15,1.64111413347712E-09,0
2015-11-13 09:31:25,1.64111413347712E-09,0
2015-11-13 09:31:35,1.64111413347712E-09,0
2015-11-13 09:31:45,0.217329561710358,-6.52011108398438
2015-11-13 09:31:55,0.434670686721802,-6.52016353607178
2015-11-13 09:32:05,0.652006387710571,-6.52005195617676
2015-11-13 09:32:15,0.869345009326935,-6.52011299133301
2015-11-13 09:32:25,1.08667147159576,-6.52011632919312
2015-11-13 09:32:35,1.30401158332825,-6.51997947692871
2015-11-13 09:32:45,1.39348900318146,-6.52004718780518
2015-11-13 09:32:55,1.39360427856445,0
2015-11-13 09:33:05,1.39360427856445,0
2015-11-13 09:33:15,1.39360427856445,0
2015-11-13 09:33:25,0,3.25992488861084
2015-11-13 09:33:35,0,3.25996875762939
2015-11-13 09:33:45,0,3.25992107391357
2015-11-13 09:33:55,0,3.25991916656494
2015-11-13 09:34:05,0,3.25999546051025
2015-11-13 09:34:15,0,3.12399196624756
2015-11-13 09:34:25,0,2.68377780914307
2015-11-13 09:34:35,0,2.3200101852417
2015-11-13 09:34:45,0,2.03442668914795
2015-11-13 09:34:55,0,1.8116626739502
2015-11-13 09:35:05,0,1.63467121124268
2015-11-13 09:35:15,0,1.49217128753662
2015-11-13 09:35:25,0,1.37550449371338
2015-11-13 09:35:35,0,1.27841567993164
2015-11-13 09:35:45,0,1.19557762145996
2015-11-13 09:35:55,0,1.12215042114258
2015-11-13 09:36:05,0,1.05657196044922
2015-11-13 09:36:15,0,0.997474670410156
2015-11-13 09:36:25,0,0.942136764526367
2015-11-13 09:36:35,0,0.890994071960449
2015-11-13 09:36:45,0,0.843293190002441
2015-11-13 09:36:55,0,0.798603057861328
2015-11-13 09:37:05,0,0.756454467773438
2015-11-13 09:37:15,0,0.716975212097168
2015-11-13 09:37:25,0,0.680047988891602
2015-11-13 09:37:35,0,0.651995658874512
2015-11-13 09:37:45,0,0
2015-11-13 09:37:55,0,0
2015-11-13 09:38:05,0,0
2015-11-13 09:38:15,0.217331677675247,-6.52010107040405
2015-11-13 09:38:25,0.434675693511963,-6.52009963989258
2015-11-13 09:38:35,0.651993691921234,-6.52011632919312
2015-11-13 09:38:45,0.869346678256989,-6.52012634277344
2015-11-13 09:38:55,1.08667266368866,-6.52015495300293
2015-11-13 09:39:05,1.30402529239655,-6.52015161514282
2015-11-13 09:39:15,1.35889911651611,-6.5198917388916
2015-11-13 09:39:25,1.35900616645813,0
2015-11-13 09:39:35,1.35900616645813,0
2015-11-13 09:39:45,1.35900616645813,0
2015-11-13 09:39:55,1.37236344510683E-09,3.25986194610596
2015-11-13 09:40:05,1.37236344510683E-09,3.25992488861084
2015-11-13 09:40:16,1.37236344510683E-09,3.25992488861084
2015-11-13 09:40:26,1.37236344510683E-09,3.2599401473999
2015-11-13 09:40:36,1.37236344510683E-09,3.25995922088623
2015-11-13 09:40:46,1.37236344510683E-09,2.95507717132568
2015-11-13 09:40:56,1.37236344510683E-09,2.52377796173096
2015-11-13 09:41:06,1.37236344510683E-09,2.18339252471924
2015-11-13 09:41:16,1.37236344510683E-09,1.91925144195557
2015-11-13 09:41:26,1.37236344510683E-09,1.71371173858643
2015-11-13 09:41:36,1.37236344510683E-09,1.54974460601807
2015-11-13 09:41:46,1.37236344510683E-09,1.41851139068604
2015-11-13 09:41:56,1.37236344510683E-09,1.31103897094727
2015-11-13 09:42:06,1.37236344510683E-09,1.21934604644775
2015-11-13 09:42:16,1.37236344510683E-09,1.13968658447266
2015-11-13 09:42:26,1.37236344510683E-09,1.07063007354736
2015-11-13 09:42:36,1.37236344510683E-09,1.00741100311279
2015-11-13 09:42:46,1.37236344510683E-09,0.949504852294922
2015-11-13 09:42:56,1.37236344510683E-09,0.896576881408691
2015-11-13 09:43:06,1.37236344510683E-09,0.846328735351563
2015-11-13 09:43:16,1.37236344510683E-09,0.79926872253418
2015-11-13 09:43:26,1.37236344510683E-09,0.754226684570313
2015-11-13 09:43:36,1.37236344510683E-09,0.712996482849121
2015-11-13 09:43:46,1.37236344510683E-09,0.678394317626953
2015-11-13 09:43:56,1.37236344510683E-09,0.651997566223145
2015-11-13 09:44:06,1.37236344510683E-09,0
2015-11-13 09:44:16,1.37236344510683E-09,0
2015-11-13 09:44:26,1.37236344510683E-09,0
2015-11-13 09:44:36,0.217333078384399,-6.52009105682373
2015-11-13 09:44:46,0.43466392159462,-6.52010774612427
2015-11-13 09:44:56,0.652011692523956,-6.52012157440186
2015-11-13 09:45:06,0.86934506893158,-6.52016019821167
2015-11-13 09:45:16,1.08668231964111,-6.52017021179199
2015-11-13 09:45:26,1.30401349067688,-6.51988172531128
2015-11-13 09:45:36,1.36587011814117,-6.5201621055603
2015-11-13 09:45:46,1.36596512794495,0
2015-11-13 09:45:56,1.36596512794495,0
2015-11-13 09:46:06,1.36596512794495,0
2015-11-13 09:46:16,0,3.25998783111572
2015-11-13 09:46:26,0,3.25991916656494
2015-11-13 09:46:36,0,3.25996494293213
2015-11-13 09:46:46,0,3.25994968414307
2015-11-13 09:46:56,0,3.25990009307861
2015-11-13 09:47:06,3.50846063312815E-09,2.92960453033447
2015-11-13 09:47:16,3.50846063312815E-09,2.49967670440674
2015-11-13 09:47:26,3.50846063312815E-09,2.15560245513916
2015-11-13 09:47:36,3.50846063312815E-09,1.89276218414307
2015-11-13 09:47:46,3.50846063312815E-09,1.6884822845459
2015-11-13 09:47:56,3.50846063312815E-09,1.52681350708008
2015-11-13 09:48:06,3.50846063312815E-09,1.39589405059814
2015-11-13 09:48:16,3.50846063312815E-09,1.28891754150391
2015-11-13 09:48:26,3.50846063312815E-09,1.19853591918945
2015-11-13 09:48:36,3.50846063312815E-09,1.12061500549316
2015-11-13 09:48:46,3.50846063312815E-09,1.05152988433838
2015-11-13 09:48:56,3.50846063312815E-09,0.988613128662109
2015-11-13 09:49:06,3.50846063312815E-09,0.931360244750977
2015-11-13 09:49:16,3.50846063312815E-09,0.879246711730957
2015-11-13 09:49:26,3.50846063312815E-09,0.830378532409668
2015-11-13 09:49:36,3.50846063312815E-09,0.785707473754883
2015-11-13 09:49:46,3.50846063312815E-09,0.750116348266602
2015-11-13 09:49:56,3.50846063312815E-09,0.71791934967041
2015-11-13 09:50:06,3.50846063312815E-09,0.68504810333252
2015-11-13 09:50:16,3.50846063312815E-09,0.652017593383789
2015-11-13 09:50:26,3.50846063312815E-09,0.651982307434082
2015-11-13 09:50:36,3.50846063312815E-09,0
2015-11-13 09:50:46,3.50846063312815E-09,0
2015-11-13 09:50:56,3.50846063312815E-09,0
2015-11-13 09:51:06,0.217333674430847,-6.51978206634522
2015-11-13 09:51:16,0.434658259153366,-6.51981735229492
2015-11-13 09:51:26,0.651973783969879,-6.51987314224243
2015-11-13 09:51:36,0.869298458099365,-6.52003002166748
2015-11-13 09:51:46,1.08664178848267,-6.51984262466431
2015-11-13 09:51:56,1.30397081375122,-6.51987648010254
2015-11-13 09:52:06,1.35526204109192,-6.51984596252441
2015-11-13 09:52:16,1.35538816452026,0
2015-11-13 09:52:26,1.35538816452026,0
2015-11-13 09:52:36,1.35538816452026,0
2015-11-13 09:52:46,0,3.25984668731689
2015-11-13 09:52:56,0,3.26001644134521
2015-11-13 09:53:06,0,3.26001834869385
2015-11-13 09:53:16,0,3.26000499725342
2015-11-13 09:53:26,0,3.26004886627197
2015-11-13 09:53:36,0,2.89679431915283
2015-11-13 09:53:46,0,2.46646785736084
2015-11-13 09:53:56,0,2.12855434417725
2015-11-13 09:54:06,0,1.86942577362061
2015-11-13 09:54:16,0,1.66751003265381
2015-11-13 09:54:26,0,1.51023483276367
2015-11-13 09:54:36,0,1.38230037689209
2015-11-13 09:54:46,0,1.27720260620117
2015-11-13 09:54:56,0,1.18912124633789
2015-11-13 09:55:06,0,1.11266040802002
2015-11-13 09:55:16,0,1.04439926147461
2015-11-13 09:55:26,0,0.982771873474121
2015-11-13 09:55:36,0,0.926568031311035
2015-11-13 09:55:46,0,0.882106781005859
2015-11-13 09:55:56,0,0.842137336730957
2015-11-13 09:56:06,0,0.802446365356445
2015-11-13 09:56:16,0,0.763154029846191
2015-11-13 09:56:26,0,0.723706245422363
2015-11-13 09:56:36,0,0.684678077697754
2015-11-13 09:56:46,0,0.651997566223145
2015-11-13 09:56:56,0,0
2015-11-13 09:57:06,0,0
2015-11-13 09:57:16,0,0
2015-11-13 09:57:26,0.217311024665833,-6.51983594894409
2015-11-13 09:57:36,0.434655219316483,-6.51982927322388
2015-11-13 09:57:46,0.651959538459778,-6.51987457275391
2015-11-13 09:57:56,0.869284868240356,-6.51981735229492
2015-11-13 09:58:06,1.08663690090179,-6.51980543136597
2015-11-13 09:58:16,1.30394554138184,-6.51982259750366
2015-11-13 09:58:26,1.37389671802521,-6.51984119415283
2015-11-13 09:58:36,1.37400424480438,0
2015-11-13 09:58:46,1.37400424480438,0
2015-11-13 09:58:56,1.37400424480438,0
2015-11-13 09:59:06,0,3.2598123550415
2015-11-13 09:59:16,0,3.25999736785889
2015-11-13 09:59:26,0,3.25999355316162
2015-11-13 09:59:36,0,3.26001453399658
2015-11-13 09:59:46,0,3.26000499725342
2015-11-13 09:59:56,0,2.96106243133545
2015-11-13 10:00:06,0,2.52201366424561
2015-11-13 10:00:16,0,2.17229747772217
2015-11-13 10:00:26,0,1.89968395233154
2015-11-13 10:00:36,0,1.68947696685791
2015-11-13 10:00:46,0,1.52528285980225
2015-11-13 10:00:56,0,1.39324855804443
2015-11-13 10:01:06,0,1.28485679626465
2015-11-13 10:01:16,0,1.19411849975586
2015-11-13 10:01:26,0,1.11496829986572
2015-11-13 10:01:36,0,1.05500602722168
2015-11-13 10:01:46,0,1.00369834899902
2015-11-13 10:01:56,0,0.954118728637695
2015-11-13 10:02:06,0,0.904789924621582
2015-11-13 10:02:16,0,0.857040405273438
2015-11-13 10:02:26,0,0.809446334838867
2015-11-13 10:02:36,0,0.75648307800293
2015-11-13 10:02:46,0,0.706609725952148
2015-11-13 10:02:56,0,0.662592887878418
2015-11-13 10:03:06,0,0.651982307434082
2015-11-13 10:03:16,0,0
2015-11-13 10:03:26,0,0
2015-11-13 10:03:36,0,0
2015-11-13 10:03:46,0.217302829027176,-6.51984930038452
2015-11-13 10:03:56,0.434660375118256,-6.51984453201294
2015-11-13 10:04:06,0.651974201202393,-6.51983737945557
2015-11-13 10:04:17,0.869319677352905,-6.51986312866211
2015-11-13 10:04:27,1.08665215969086,-6.51982593536377
2015-11-13 10:04:37,1.30395758152008,-6.52019548416138
2015-11-13 10:04:47,1.33715009689331,-6.51978206634522
2015-11-13 10:04:57,1.33726298809052,0
2015-11-13 10:05:07,1.33726298809052,0
2015-11-13 10:05:17,1.33726298809052,0
2015-11-13 10:05:27,2.5351833965459E-09,3.25991725921631
2015-11-13 10:05:37,2.5351833965459E-09,3.26005268096924
2015-11-13 10:05:47,2.5351833965459E-09,3.26000499725342
2015-11-13 10:05:57,2.5351833965459E-09,3.26002216339111
2015-11-13 10:06:07,2.5351833965459E-09,3.26008319854736
2015-11-13 10:06:17,2.5351833965459E-09,2.86765956878662
2015-11-13 10:06:27,2.5351833965459E-09,2.44069576263428
2015-11-13 10:06:37,2.5351833965459E-09,2.10704898834229
2015-11-13 10:06:47,2.5351833965459E-09,1.84978199005127
2015-11-13 10:06:57,2.5351833965459E-09,1.65182209014893
2015-11-13 10:07:07,2.5351833965459E-09,1.49484062194824
2015-11-13 10:07:17,2.5351833965459E-09,1.36886405944824
2015-11-13 10:07:27,2.5351833965459E-09,1.26502799987793
2015-11-13 10:07:37,2.5351833965459E-09,1.18649291992188
2015-11-13 10:07:47,2.5351833965459E-09,1.12211322784424
2015-11-13 10:07:57,2.5351833965459E-09,1.06142234802246
2015-11-13 10:08:07,2.5351833965459E-09,1.00471019744873
2015-11-13 10:08:17,2.5351833965459E-09,0.951452255249023
2015-11-13 10:08:27,2.5351833965459E-09,0.897397994995117
2015-11-13 10:08:37,2.5351833965459E-09,0.838497161865234
2015-11-13 10:08:47,2.5351833965459E-09,0.782356262207031
2015-11-13 10:08:57,2.5351833965459E-09,0.732908248901367
2015-11-13 10:09:07,2.5351833965459E-09,0.689590454101563
2015-11-13 10:09:17,2.5351833965459E-09,0.651997566223145
2015-11-13 10:09:27,2.5351833965459E-09,0
2015-11-13 10:09:37,2.5351833965459E-09,0
2015-11-13 10:09:47,2.5351833965459E-09,0
2015-11-13 10:09:57,0.217313900589943,-6.51982927322388
2015-11-13 10:10:07,0.434643864631653,-6.51984596252441
2015-11-13 10:10:17,0.651980757713318,-6.51984596252441
2015-11-13 10:10:27,0.869283199310303,-6.5198187828064
2015-11-13 10:10:37,1.08664095401764,-6.51985263824463
2015-11-13 10:10:47,1.30396389961243,-6.51984453201294
2015-11-13 10:10:57,1.33679091930389,-6.51985120773315
2015-11-13 10:11:07,1.33691656589508,0
2015-11-13 10:11:17,1.33691656589508,0
2015-11-13 10:11:27,1.33691656589508,0
2015-11-13 10:11:37,0,3.25998020172119
2015-11-13 10:11:47,0,3.26006412506104
2015-11-13 10:11:57,0,3.2600736618042
2015-11-13 10:12:07,0,3.26003360748291
2015-11-13 10:12:17,0,3.26001453399658
2015-11-13 10:12:27,0,2.90183925628662
2015-11-13 10:12:37,0,2.46778011322021
2015-11-13 10:12:47,0,2.12552165985107
2015-11-13 10:12:57,0,1.86518955230713
2015-11-13 10:13:07,0,1.6636905670166
2015-11-13 10:13:17,0,1.50137996673584
2015-11-13 10:13:27,0,1.37732696533203
2015-11-13 10:13:37,0,1.28497314453125
2015-11-13 10:13:47,0,1.20644283294678
2015-11-13 10:13:57,0,1.1359977722168
2015-11-13 10:14:07,0,1.07050800323486
2015-11-13 10:14:17,0,1.0088415145874
2015-11-13 10:14:27,0,0.944187164306641
2015-11-13 10:14:37,0,0.879079818725586
2015-11-13 10:14:47,0,0.821394920349121
2015-11-13 10:14:57,0,0.770188331604004
2015-11-13 10:15:07,0,0.723949432373047
2015-11-13 10:15:17,0,0.681079864501953
2015-11-13 10:15:27,0,0.651992797851563
2015-11-13 10:15:37,0,0
2015-11-13 10:15:47,0,0
2015-11-13 10:15:57,0,0
2015-11-13 10:16:07,0.217328548431396,-6.51977825164795
2015-11-13 10:16:17,0.434641927480698,-6.51986455917358
2015-11-13 10:16:27,0.651977956295013,-6.52006244659424
2015-11-13 10:16:37,0.869333863258362,-6.51987981796265
2015-11-13 10:16:47,1.08665502071381,-6.52017545700073
2015-11-13 10:16:57,1.30397987365723,-6.51985931396484
2015-11-13 10:17:07,1.34611129760742,-6.51988983154297
2015-11-13 10:17:17,1.34626829624176,0
2015-11-13 10:17:27,1.34626829624176,0
2015-11-13 10:17:37,1.34626829624176,0
2015-11-13 10:17:47,0,3.25987529754639
2015-11-13 10:17:57,0,3.2600622177124
2015-11-13 10:18:07,0,3.26002597808838
2015-11-13 10:18:17,0,3.2599515914917
2015-11-13 10:18:27,0,3.25998020172119
2015-11-13 10:18:37,0,2.91508197784424
2015-11-13 10:18:47,0,2.48477840423584
2015-11-13 10:18:57,0,2.14069843292236
2015-11-13 10:19:07,0,1.87341785430908
2015-11-13 10:19:17,0,1.66782760620117
2015-11-13 10:19:27,0,1.51613903045654
2015-11-13 10:19:37,0,1.40156269073486
2015-11-13 10:19:47,0,1.30487155914307
2015-11-13 10:19:57,0,1.22110080718994
2015-11-13 10:20:07,0,1.14592170715332
2015-11-13 10:20:17,0,1.07432079315186
2015-11-13 10:20:27,0,1.00089359283447
2015-11-13 10:20:37,0,0.931154251098633
2015-11-13 10:20:47,0,0.869905471801758
2015-11-13 10:20:57,0,0.816563606262207
2015-11-13 10:21:07,0,0.76810359954834
2015-11-13 10:21:17,0,0.723880767822266
2015-11-13 10:21:27,0,0.682936668395996
2015-11-13 10:21:37,0,0.65199089050293
2015-11-13 10:21:47,0,0
2015-11-13 10:21:57,0,0
2015-11-13 10:22:07,0,0
2015-11-13 10:22:17,0.2173021286726,-6.51998281478882
2015-11-13 10:22:27,0.434637278318405,-6.52020597457886
2015-11-13 10:22:37,0.651974856853485,-6.51993560791016
2015-11-13 10:22:47,0.86931449174881,-6.51983737945557
2015-11-13 10:22:57,1.08664643764496,-6.51991844177246
2015-11-13 10:23:07,1.30398690700531,-6.51996946334839
2015-11-13 10:23:17,1.32079792022705,-6.5202260017395
2015-11-13 10:23:27,1.32094120979309,0
2015-11-13 10:23:37,1.32094120979309,0
2015-11-13 10:23:47,1.32094120979309,0
2015-11-13 10:23:57,0,3.25989437103271
2015-11-13 10:24:07,5.26454524418796E-09,3.26002979278564
2015-11-13 10:24:17,5.26454524418796E-09,3.26008319854736
2015-11-13 10:24:27,5.26454524418796E-09,3.26004505157471
2015-11-13 10:24:37,5.26454524418796E-09,3.26002216339111
2015-11-13 10:24:47,5.26454524418796E-09,2.80932140350342
2015-11-13 10:24:57,5.26454524418796E-09,2.39096546173096
2015-11-13 10:25:07,5.26454524418796E-09,2.06464862823486
2015-11-13 10:25:17,5.26454524418796E-09,1.8218412399292
2015-11-13 10:25:27,5.26454524418796E-09,1.64475059509277
2015-11-13 10:25:37,5.26454524418796E-09,1.50682735443115
2015-11-13 10:25:47,5.26454524418796E-09,1.39303684234619
2015-11-13 10:25:57,5.26454524418796E-09,1.29826259613037
2015-11-13 10:26:07,5.26454524418796E-09,1.21401405334473
2015-11-13 10:26:17,5.26454524418796E-09,1.13391494750977
2015-11-13 10:26:27,5.26454524418796E-09,1.05344867706299
2015-11-13 10:26:37,5.26454524418796E-09,0.981136322021484
2015-11-13 10:26:47,5.26454524418796E-09,0.917708396911621
2015-11-13 10:26:57,5.26454524418796E-09,0.861766815185547
2015-11-13 10:27:07,5.26454524418796E-09,0.811083793640137
2015-11-13 10:27:17,5.26454524418796E-09,0.764739036560059
2015-11-13 10:27:27,5.26454524418796E-09,0.721461296081543
2015-11-13 10:27:37,5.26454524418796E-09,0.680397033691406
2015-11-13 10:27:47,5.26454524418796E-09,0.651993751525879
2015-11-13 10:27:57,5.26454524418796E-09,0
2015-11-13 10:28:07,5.26454524418796E-09,0
2015-11-13 10:28:17,5.26454524418796E-09,0
2015-11-13 10:28:27,0.21731972694397,-6.51983070373535
2015-11-13 10:28:37,0.434656351804733,-6.5198712348938
2015-11-13 10:28:47,0.651971220970154,-6.51982069015503
2015-11-13 10:28:57,0.869316577911377,-6.51981210708618
2015-11-13 10:29:07,1.08663439750671,-6.52023601531982
2015-11-13 10:29:17,1.3039755821228,-6.51983070373535
2015-11-13 10:29:27,1.3059024810791,-6.51981210708618
2015-11-13 10:29:37,1.30603075027466,0
2015-11-13 10:29:47,1.30603075027466,0
2015-11-13 10:29:57,1.30603075027466,0
2015-11-13 10:30:07,2.59017851611532E-09,3.25990390777588
2015-11-13 10:30:17,2.59017851611532E-09,3.26010990142822
2015-11-13 10:30:27,2.59017851611532E-09,3.26003170013428
2015-11-13 10:30:37,2.59017851611532E-09,3.26002216339111
2015-11-13 10:30:47,2.59017851611532E-09,3.26006603240967
2015-11-13 10:30:57,2.59017851611532E-09,2.78350734710693
2015-11-13 10:31:07,2.59017851611532E-09,2.36337375640869
2015-11-13 10:31:17,2.59017851611532E-09,2.04987812042236
2015-11-13 10:31:27,2.59017851611532E-09,1.82110118865967
2015-11-13 10:31:37,2.59017851611532E-09,1.64413928985596
2015-11-13 10:31:47,2.59017851611532E-09,1.49960231781006
2015-11-13 10:31:58,2.59017851611532E-09,1.38072299957275
2015-11-13 10:32:08,2.59017851611532E-09,1.27805423736572
2015-11-13 10:32:18,2.59017851611532E-09,1.18188095092773
2015-11-13 10:32:28,2.59017851611532E-09,1.09300422668457
2015-11-13 10:32:38,2.59017851611532E-09,1.01716709136963
2015-11-13 10:32:48,2.59017851611532E-09,0.951844215393066
2015-11-13 10:32:58,2.59017851611532E-09,0.89414119720459
2015-11-13 10:33:08,2.59017851611532E-09,0.841217994689941
2015-11-13 10:33:18,2.59017851611532E-09,0.793530464172363
2015-11-13 10:33:28,2.59017851611532E-09,0.747713088989258
2015-11-13 10:33:38,2.59017851611532E-09,0.705327033996582
2015-11-13 10:33:48,2.59017851611532E-09,0.664751052856445
2015-11-13 10:33:58,2.59017851611532E-09,0.651992797851563
2015-11-13 10:34:08,2.59017851611532E-09,0
2015-11-13 10:34:18,2.59017851611532E-09,0
2015-11-13 10:34:28,2.59017851611532E-09,0
2015-11-13 10:34:38,0.217330425977707,-6.51987314224243
2015-11-13 10:34:48,0.434651732444763,-6.51986122131348
2015-11-13 10:34:58,0.651959240436554,-6.51985788345337
2015-11-13 10:35:08,0.869281232357025,-6.51988649368286
2015-11-13 10:35:18,1.08662366867065,-6.5198073387146
2015-11-13 10:35:28,1.30188417434692,-6.51988172531128
2015-11-13 10:35:38,1.30200898647308,0
2015-11-13 10:35:48,1.30200898647308,0
2015-11-13 10:35:58,1.30200898647308,0
2015-11-13 10:36:08,0,3.25982570648193
2015-11-13 10:36:18,3.60059648762956E-09,3.26003360748291
2015-11-13 10:36:28,3.60059648762956E-09,3.26001262664795
2015-11-13 10:36:38,3.60059648762956E-09,3.25992107391357
2015-11-13 10:36:48,3.60059648762956E-09,3.26004886627197
2015-11-13 10:36:58,3.60059648762956E-09,2.79794216156006
2015-11-13 10:37:08,3.60059648762956E-09,2.38816547393799
2015-11-13 10:37:18,3.60059648762956E-09,2.07802104949951
2015-11-13 10:37:28,3.60059648762956E-09,1.84338474273682
2015-11-13 10:37:38,3.60059648762956E-09,1.65624141693115
2015-11-13 10:37:48,3.60059648762956E-09,1.50717067718506
2015-11-13 10:37:58,3.60059648762956E-09,1.38240337371826
2015-11-13 10:38:08,3.60059648762956E-09,1.27193737030029
2015-11-13 10:38:18,3.60059648762956E-09,1.17197704315186
2015-11-13 10:38:28,3.60059648762956E-09,1.08486557006836
2015-11-13 10:38:38,3.60059648762956E-09,1.0114049911499
2015-11-13 10:38:48,3.60059648762956E-09,0.947481155395508
2015-11-13 10:38:58,3.60059648762956E-09,0.890186309814453
2015-11-13 10:39:08,3.60059648762956E-09,0.837507247924805
2015-11-13 10:39:18,3.60059648762956E-09,0.788660049438477
2015-11-13 10:39:28,3.60059648762956E-09,0.743237495422363
